Record_number,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Ra_annual,Rh_annual,Rh_ratio,Mean.Temp.,ΔMean.Temp.,Stdev.Temp.30y,Mean.Precip.,ΔMean.Precip.,Stdev.Precip.30y,Latitude2,ΔMAT.Standardized,ΔMAP.Standardized,SOC_015,SOC_200
5992,2008,1,31.75,102.75,31.75 102.75,31.78,102.7,31.78 102.7,9674,3135,Temperate,Evergreen Forest,Evergreen,7.27,687.3,IRGA,Exclusion,Mature,952,345,607,0.637605042,3.508333333,0.192447917,0.450564514,57.125,-7.686979167,7.214598627,31.78,0.427126218,-1.065475651,78064,19488
5993,2008,1,31.75,102.75,31.75 102.75,31.78,102.7,31.78 102.7,9674,3378,Temperate,Evergreen Forest,Evergreen,7.27,687.3,IRGA,Exclusion,Mature,1070,358,712,0.665420561,3.508333333,0.192447917,0.450564514,57.125,-7.686979167,7.214598627,31.78,0.427126218,-1.065475651,78064,19488
5994,2008.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Evergreen Forest,Evergreen,27.40833333,1253,IRGA,Exclusion,Aggrading,3200,1000,2200,0.6875,27.40833333,-0.84921875,0.38885136,99.95,4.164322917,12.05513398,13.58702778,-2.183916113,0.345439787,26486,1492
5995,2009.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Evergreen Forest,Evergreen,27.71666667,1253,IRGA,Exclusion,Aggrading,3890,990,2900,0.745501285,27.71666667,-0.540885417,0.38885136,103.625,7.839322917,12.05513398,13.58702778,-1.390982449,0.650289157,26486,1492
5996,2010.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Evergreen Forest,Evergreen,28.7,1253,IRGA,Exclusion,Aggrading,3520,1220,2300,0.653409091,28.7,0.442447917,0.38885136,101.7416667,5.955989583,12.05513398,13.58702778,1.137833019,0.494062496,26486,1492
5997,2011.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Evergreen Forest,Evergreen,27.54166667,1253,IRGA,Exclusion,Aggrading,4140,1440,2700,0.652173913,27.54166667,-0.715885417,0.38885136,103.6916667,7.905989583,12.05513398,13.58702778,-1.84102588,0.655819305,26486,1492
6004,2010.5,1,58.25,27.25,58.25 27.25,58.05,27.02,58.05 27.02,9844,78,Temperate,Deciduous Forest,Deciduous,4.525,67.14166667,IRGA,Exclusion,Aggrading,618,321,297,0.480582524,4.525,-1.030989583,0.947000541,67.14166667,11.11848958,7.937469864,58.05,-1.088689539,1.400759911,50184,17512
6005,2010.5,1,58.75,27.25,58.75 27.25,58.62,27.03,58.62 27.03,9844,72,Temperate,Deciduous Forest,Deciduous,4.766666667,60.48333333,IRGA,Exclusion,Mature,972,551,421,0.433127572,4.766666667,-1.052083333,0.936247844,60.48333333,6.763802083,8.16737064,58.62,-1.123723104,0.828149276,103156,44268
6006,2010.5,1,57.25,26.75,57.25 26.75,57.13,26.93,57.13 26.93,9844,99,Temperate,Deciduous Forest,Deciduous,4.991666667,68.2,IRGA,Exclusion,Mature,817,456,361,0.441860465,4.991666667,-0.768229167,0.856635368,68.2,10.55078125,7.222821166,57.13,-0.896798329,1.460756262,149158,113681
6011,2013,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,9927,919,Temperate,Deciduous Forest,Deciduous,8.2,1241.7,IRGA,Exclusion,Mature,740,230,510,0.689189189,13.43333333,0.245572917,0.473348106,97.64166667,-23.86328125,15.59783322,36.33,0.51879983,-1.529910015,52470,11367
6012,2013,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,9927,919,Temperate,Deciduous Forest,Deciduous,8.2,1241.7,IRGA,Exclusion,Mature,540,170,370,0.685185185,13.43333333,0.245572917,0.473348106,97.64166667,-23.86328125,15.59783322,36.33,0.51879983,-1.529910015,52470,11367
6013,2013,1,36.25,138.75,36.25 138.75,36.33,138.55,36.33 138.55,9927,919,Temperate,Deciduous Forest,Deciduous,8.2,1241.7,IRGA,Exclusion,Mature,560,180,380,0.678571429,13.43333333,0.245572917,0.473348106,97.64166667,-23.86328125,15.59783322,36.33,0.51879983,-1.529910015,54131,11367
6031,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,932.7,283.9,648.8,0.695614882,16.26666667,0.1109375,0.590834705,98.475,10.49505208,19.19964647,32.2,0.187764021,0.546627361,13167,2984
6032,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,863,132.7,730.3,0.846234067,16.26666667,0.1109375,0.590834705,98.475,10.49505208,19.19964647,32.2,0.187764021,0.546627361,11331,2984
6033,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,875.7,79.1,796.6,0.909672262,16.26666667,0.1109375,0.590834705,98.475,10.49505208,19.19964647,32.2,0.187764021,0.546627361,11331,2984
6034,2010.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,998.7,190.5,808.2,0.809252028,16.26666667,0.1109375,0.590834705,98.475,10.49505208,19.19964647,32.2,0.187764021,0.546627361,11331,2984
6035,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,782,219.3,562.7,0.719565217,16.09166667,-0.0640625,0.590834705,83.65833333,-4.321614583,19.19964647,32.2,-0.108427111,-0.225088237,11331,2984
6036,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,784.1,141.8,642.3,0.81915572,16.09166667,-0.0640625,0.590834705,83.65833333,-4.321614583,19.19964647,32.2,-0.108427111,-0.225088237,8694,2984
6037,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,785.7,120.6,665.1,0.8465063,16.09166667,-0.0640625,0.590834705,83.65833333,-4.321614583,19.19964647,32.2,-0.108427111,-0.225088237,6435,2984
6038,2011.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,757.6,102.1,655.5,0.865232313,16.09166667,-0.0640625,0.590834705,83.65833333,-4.321614583,19.19964647,32.2,-0.108427111,-0.225088237,6435,2984
6039,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,919.9,311.4,608.5,0.661484944,16,-0.155729167,0.590834705,73.00833333,-14.97161458,19.19964647,32.2,-0.263574847,-0.779785951,6435,2984
6040,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,1111.1,493.2,617.9,0.556115561,16,-0.155729167,0.590834705,73.00833333,-14.97161458,19.19964647,32.2,-0.263574847,-0.779785951,6435,2984
6041,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,935.4,212.4,723,0.772931366,16,-0.155729167,0.590834705,73.00833333,-14.97161458,19.19964647,32.2,-0.263574847,-0.779785951,13140,2984
6042,2012.5,1,32.25,118.75,32.25 118.75,32.2,118.72,32.2 118.72,10087,22,Subtropical,Mixed Forest,Mixed,15.6,1100,IRGA,Exclusion,Mature,1019.2,202.5,816.7,0.801314757,16,-0.155729167,0.590834705,73.00833333,-14.97161458,19.19964647,32.2,-0.263574847,-0.779785951,13140,2984
6046,2011.5,1.5,-37.25,144.25,-37.25 144.25,37.42236111,144.0941944,-37.42236111 144.0941944,10104,706,Mediterranean,Evergreen Forest,Evergreen,12.1,871,IRGA,Exclusion,Mature,1771,944,827,0.466967815,14.17222222,1.095399306,0.50187102,90.56666667,17.56848958,14.03561949,-37.42236111,2.182631117,1.251707458,42328,14250
6047,2011.5,1.5,-37.25,144.25,-37.25 144.25,37.42236111,144.0941944,-37.42236111 144.0941944,10104,706,Mediterranean,Evergreen Forest,Evergreen,12.1,871,IRGA,Exclusion,Mature,1434,562,872,0.608089261,14.17222222,1.095399306,0.50187102,90.56666667,17.56848958,14.03561949,-37.42236111,2.182631117,1.251707458,42328,14250
6048,2005.5,1.5,-25.25,31.25,-25.25 31.25,25.02,31.496,-25.02 31.496,10106,370,Temperate,Others,Deciduous,21.25555556,550,IRGA,Model,Mature,660,396,264,0.4,21.25555556,0.069618056,0.59929856,49.32222222,-12.87439236,14.69205197,-25.02,0.116165898,-0.876282795,2600,0
6049,2005.5,1.5,-25.25,31.25,-25.25 31.25,25.02,31.496,-25.02 31.496,10106,370,Temperate,Others,Deciduous,21.25555556,550,IRGA,Model,Mature,352,141,211,0.599431818,21.25555556,0.069618056,0.59929856,49.32222222,-12.87439236,14.69205197,-25.02,0.116165898,-0.876282795,2582,0
6058,2011,1,41.25,29.25,41.25 29.25,41.17,29.25,41.17 29.25,10226,76,Temperate,Deciduous Forest,Deciduous,12.7,1111.4,Alkali absorption,Extraction,Mature,639,201,438,0.685446009,NA,NA,NA,NA,NA,NA,41.17,NA,NA,40021,19236
6059,2011,1,41.25,29.25,41.25 29.25,41.17,29.25,41.17 29.25,10226,76,Temperate,Deciduous Forest,Deciduous,12.7,1111.4,Alkali absorption,Extraction,Mature,712,281,431,0.605337079,NA,NA,NA,NA,NA,NA,41.17,NA,NA,40021,19236
6060,2012,1,41.25,29.25,41.25 29.25,41.17,29.25,41.17 29.25,10226,76,Temperate,Deciduous Forest,Deciduous,12.7,1111.4,Alkali absorption,Extraction,Mature,668,36,632,0.946107784,NA,NA,NA,NA,NA,NA,41.17,NA,NA,40021,19236
6061,2012,1,41.25,29.25,41.25 29.25,41.17,29.25,41.17 29.25,10226,76,Temperate,Deciduous Forest,Deciduous,12.7,1111.4,Alkali absorption,Extraction,Mature,686,167,519,0.756559767,NA,NA,NA,NA,NA,NA,41.17,NA,NA,41013,19236
6074,2008.5,1,51.75,-1.25,51.75 -1.25,51.77,-1.32,51.77 -1.32,10329,87,Temperate,Deciduous Forest,Deciduous,10,714,IRGA,Exclusion,Mature,619,122,497,0.802907916,10.83333333,-0.013541667,0.616236842,68.40833333,12.83203125,10.44036224,51.77,-0.021974776,1.229079121,42788,19616
6075,2011.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,305,44,203,0.66557377,-3.916666667,0.459635417,0.622890822,30.29166667,4.19296875,5.389694332,34.82,0.73790687,0.777960398,18972,16704
6076,2012.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,376,57,242,0.643617021,-4.258333333,0.11796875,0.622890822,31.16666667,5.06796875,5.389694332,34.82,0.189389129,0.940307267,41730,16704
6077,2011.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,543,119,312,0.574585635,-3.916666667,0.459635417,0.622890822,30.29166667,4.19296875,5.389694332,34.82,0.73790687,0.777960398,41730,16704
6078,2012.5,1,34.75,92.75,34.75 92.75,34.82,92.93,34.82 92.93,10342,4635,Temperate,Grassland,Deciduous,-3.8,290.9,IRGA,Exclusion,Mature,580,131,333,0.574137931,-4.258333333,0.11796875,0.622890822,31.16666667,5.06796875,5.389694332,34.82,0.189389129,0.940307267,31500,16704
6189,2010,1,13.75,101.25,13.75 101.25,13.68,101.07,13.68 101.07,7392,69,Tropical,Evergreen Forest,Evergreen,28.1,1328,IRGA,Exclusion,Aggrading,1800,1134,666,0.37,28.84166667,0.3890625,0.378832481,118.175,-6.13203125,18.21226346,13.68,1.027004071,-0.336697921,18020,16522
6190,2011,1,13.75,101.25,13.75 101.25,13.68,101.07,13.68 101.07,7392,69,Tropical,Evergreen Forest,Evergreen,28.1,1328,IRGA,Exclusion,Aggrading,1940,1222,718,0.370103093,27.93333333,-0.519270833,0.378832481,152.3416667,28.03463542,18.21226346,13.68,-1.370713599,1.539327359,21403,16522
6259,2008,2,43.75,81.25,43.75 81.25,43.75,81.15,43.75 81.15,10075,719,Temperate,Deciduous Forest,Deciduous,9.7125,203.8,IRGA,Exclusion,Aggrading,1990,1290,700,0.351758794,9.7125,0.74375,0.65080318,19.25,-7.8390625,7.915376059,43.75,1.142818631,-0.990358821,11990,2844
6260,2008,2,43.75,81.25,43.75 81.25,43.75,81.15,43.75 81.15,10075,719,Temperate,Deciduous Forest,Deciduous,9.7125,203.8,IRGA,Exclusion,Aggrading,1771,995,776,0.438170525,9.7125,0.74375,0.65080318,19.25,-7.8390625,7.915376059,43.75,1.142818631,-0.990358821,11990,2844
6261,2008,2,43.75,81.25,43.75 81.25,43.75,81.15,43.75 81.15,10075,719,Temperate,Deciduous Forest,Deciduous,9.7125,203.8,IRGA,Exclusion,Aggrading,1695,715,980,0.578171091,9.7125,0.74375,0.65080318,19.25,-7.8390625,7.915376059,43.75,1.142818631,-0.990358821,11780,2844
6365,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,427.63,208.14,344.38,0.805322358,16.325,0.415104167,0.471900048,115.4833333,-12.53723958,14.30894231,29.7,0.879644256,-0.876182132,31806,10241
6366,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,537.37,257.33,446.55,0.830991682,16.325,0.415104167,0.471900048,115.4833333,-12.53723958,14.30894231,29.7,0.879644256,-0.876182132,33993,10241
6367,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,544.94,268.69,438.99,0.805574926,16.325,0.415104167,0.471900048,115.4833333,-12.53723958,14.30894231,29.7,0.879644256,-0.876182132,36855,10241
6368,2010.5,1,29.75,103.25,29.75 103.25,29.7,103.2333333,29.7 103.2333333,7527,600,Subtropical,Deciduous Forest,Deciduous,16.325,1490,IRGA,Exclusion,Aggrading,647.12,314.1,541.16,0.836259117,16.325,0.415104167,0.471900048,115.4833333,-12.53723958,14.30894231,29.7,0.879644256,-0.876182132,36855,10241
6463,2006,1,27.25,110.25,27.25 110.25,27,110,27 110,7583,185,Subtropical,Evergreen Forest,Evergreen,16.5,1200,IRGA,,Aggrading,439,115,324,0.738041002,14.54166667,0.497916667,0.422535299,89.3,-18.20234375,14.76866484,27,1.178402532,-1.232497585,25935,4542
6494,2004.5,1,42.25,128.25,42.25 128.25,42.4,128.4666667,42.4 128.4666667,7721,738,Temperate,Mixed Forest,Mixed,3.5,732,IRGA,,Mature,737.94,333,404.94,0.5487438,3.008333333,0.78515625,0.578728679,61.59166667,-0.265625,12.54576036,42.4,1.356691449,-0.021172491,49140,13990
6516,2010.5,1,42.25,11.25,42.25 11.25,42.35,11.26666667,42.35 11.26666667,7666,240,Temperate,Agriculture,Deciduous,NA,11.5,IRGA,Exclusion,Aggrading,801,187,614,0.766541823,NA,NA,NA,NA,NA,NA,42.35,NA,NA,18228,5342.5
6550,2012.5,1.5,26.75,117.75,26.75 117.75,26.8,117.9666667,26.8 117.9666667,8007,287,Subtropical,Deciduous Forest,Deciduous,16.74444444,143.0166667,IRGA,Exclusion,Mature,1022,242,526,0.514677104,16.74444444,-1.882118056,0.376624197,143.0166667,-2.182291667,30.62264296,26.8,-4.997337061,-0.071263988,52470,0
6551,2012.5,1.5,26.75,117.75,26.75 117.75,26.8,117.9666667,26.8 117.9666667,8007,287,Subtropical,Evergreen Forest,Evergreen,16.74444444,143.0166667,IRGA,Exclusion,Mature,768.21696,276.25536,563.86368,0.733990148,16.74444444,-1.882118056,0.376624197,143.0166667,-2.182291667,30.62264296,26.8,-4.997337061,-0.071263988,42328,0
6609,2012,1,-1.75,103.75,-1.75 103.75,1.637622222,103.7800389,-1.637622222 103.7800389,8076,52.8,Tropical,Evergreen Forest,Evergreen,26,2500,IRGA,Comparison,Aggrading,1219,170.66,1048.34,0.86,26.775,-0.11484375,0.3155708,146.8666667,0.068489583,36.87791489,-1.637622222,-0.36392388,0.001857198,42328,27375
6610,2012,1,-1.75,103.75,-1.75 103.75,1.716861111,103.8824167,-1.716861111 103.8824167,8076,14,Tropical,Evergreen Forest,Evergreen,26,2500,IRGA,Comparison,Aggrading,1304,378.16,925.84,0.71,26.775,-0.11484375,0.3155708,146.8666667,0.068489583,36.87791489,-1.716861111,-0.36392388,0.001857198,42328,31293
6631,2015.5,1,-2.25,114.25,-2.25 114.25,2.497222222,114.1888889,-2.497222222 114.1888889,10832,721.4,Tropical,Evergreen Forest,Evergreen,27.225,2553,IRGA,Exclusion,Aggrading,3293,1885,1408,0.427573641,27.225,0.15859375,0.201186614,181.0416667,11.95078125,40.64794971,-2.497222222,0.78829176,0.294006988,42328,28413
6651,2013.5,1,58.25,26.75,58.25 26.75,58.33055556,26.52638889,58.33055556 26.52638889,10374,85,Temperate,Evergreen Forest,Evergreen,6.408333333,43.625,IRGA,Exclusion,Aggrading,490,160,330,0.673469388,6.408333333,0.544010417,0.982603673,43.625,-12.49322917,9.456107047,58.33055556,0.55364175,-1.321181021,82560,34100
6652,2013.5,1,58.25,26.75,58.25 26.75,58.33055556,26.52638889,58.33055556 26.52638889,10374,85,Temperate,Evergreen Forest,Evergreen,6.408333333,43.625,IRGA,Exclusion,Aggrading,510,190,320,0.62745098,6.408333333,0.544010417,0.982603673,43.625,-12.49322917,9.456107047,58.33055556,0.55364175,-1.321181021,74112,34100
6653,2013.5,1,57.75,26.75,57.75 26.75,57.70944444,26.75583333,57.70944444 26.75583333,10374,106,Temperate,Evergreen Forest,Evergreen,6.55,45.14166667,IRGA,Exclusion,Aggrading,370,120,250,0.675675676,6.55,0.425520833,0.889486629,45.14166667,-11.06510417,8.252620254,57.70944444,0.478389241,-1.340798901,63558,15020
6654,2013.5,1,57.75,26.75,57.75 26.75,57.70944444,26.75583333,57.70944444 26.75583333,10374,106,Temperate,Evergreen Forest,Evergreen,6.55,45.14166667,IRGA,Exclusion,Aggrading,390,210,180,0.461538462,6.55,0.425520833,0.889486629,45.14166667,-11.06510417,8.252620254,57.70944444,0.478389241,-1.340798901,70956,15020
6710,2015.5,1,-2.25,114.25,-2.25 114.25,2.49722222,114.1888889,-2.49722222 114.1888889,11572,721.4,Tropical,Agriculture,Deciduous,27.225,2553,IRGA,Exclusion,Mature,3293,1885,1408,0.427573641,27.225,0.15859375,0.201186614,181.0416667,11.95078125,40.64794971,-2.49722222,0.78829176,0.294006988,49932,28413
10000,2005.5,1,33.25,111.75,33.25 111.75,33.28,111.755,33.28 111.755,1,1350,Temperate,Grassland,Deciduous,15.1,900,IRGA,Exclusion,mature,1105.2,584.5,520.7,0.471,15.06666667,-0.1796875,0.484996807,82.45,15.10859375,11.51303765,33.28,-0.37049213,1.312302992,20320,2818
10001,2005.5,1,33.25,111.75,33.25 111.75,33.28,111.755,33.28 111.755,1,1300,Temperate,Grassland,Deciduous,15.2,900,IRGA,Exclusion,mature,779.1,309.9,469.3,0.602,15.06666667,-0.1796875,0.484996807,82.45,15.10859375,11.51303765,33.28,-0.37049213,1.312302992,22048,2818
10002,2005.5,1,33.25,111.75,33.25 111.75,33.28,111.755,33.28 111.755,1,1290,Temperate,Grassland,Mix,15.3,900,IRGA,Exclusion,mature,821.2,362.7,458.5,0.558,15.06666667,-0.1796875,0.484996807,82.45,15.10859375,11.51303765,33.28,-0.37049213,1.312302992,22576,2818
10003,2005.5,1,33.25,111.75,33.25 111.75,33.28,111.755,33.28 111.755,1,1290,Temperate,Grassland,Mix,15.4,900,IRGA,Exclusion,mature,912.2,348,564.2,0.618,15.06666667,-0.1796875,0.484996807,82.45,15.10859375,11.51303765,33.28,-0.37049213,1.312302992,21712,2818
10004,2005.5,1,33.25,111.75,33.25 111.75,33.28,111.755,33.28 111.755,1,1270,Temperate,Grassland,Deciduous,15.5,900,IRGA,Exclusion,aggrading,899.5,389.2,510.3,0.567,15.06666667,-0.1796875,0.484996807,82.45,15.10859375,11.51303765,33.28,-0.37049213,1.312302992,16720,2818
10005,2007,1,24.75,118.75,24.75 118.75,24.55,118.55,24.55 118.55,3,0,Subtropical,Others,,19.8,1029,IRGA,Exclusion,growing,3635.5,790.9,2844.5,0.782,21.00833333,0.623697917,0.514658686,113.1916667,21.05130208,17.59685849,24.55,1.211867075,1.196310245,55918.5,11992
10006,2007,1,24.75,118.75,24.75 118.75,24.55,118.55,24.55 118.55,3,0,Subtropical,Others,,19.8,1029,IRGA,Exclusion,mature,5161.8,1415.3,3746.5,0.726,21.00833333,0.623697917,0.514658686,113.1916667,21.05130208,17.59685849,24.55,1.211867075,1.196310245,55918.5,11992
10007,2007,1,24.75,118.75,24.75 118.75,24.55,118.55,24.55 118.55,3,0,Subtropical,Others,,19.8,1029,IRGA,Exclusion,mature,5578.1,1554.1,4024,0.721,21.00833333,0.623697917,0.514658686,113.1916667,21.05130208,17.59685849,24.55,1.211867075,1.196310245,55918.5,11992
10008,2007,1,24.75,118.75,24.75 118.75,24.55,118.55,24.55 118.55,3,0,Subtropical,Others,,19.8,1029,IRGA,Exclusion,mature,3704.8,915.8,2789,0.753,21.00833333,0.623697917,0.514658686,113.1916667,21.05130208,17.59685849,24.55,1.211867075,1.196310245,55918.5,11992
10009,2007,1,24.75,118.75,24.75 118.75,24.55,118.55,24.55 118.55,3,0,Subtropical,Others,,19.8,1029,IRGA,Exclusion,mature,4301.5,1248.8,3052.7,0.71,21.00833333,0.623697917,0.514658686,113.1916667,21.05130208,17.59685849,24.55,1.211867075,1.196310245,55918.5,11992
10010,2006.5,1,27.25,109.75,27.25 109.75,27.03,109.53,27.03 109.53,4,474,Subtropical,Others,,16.5,1300,IRGA,Exclusion,aggrading,2955.6,430.2,1998.1,0.676,18.31666667,0.67890625,0.404772377,102.6833333,-1.305989583,15.65693726,27.03,1.677254401,-0.083412839,32640,20706
10011,2007.5,1,21.75,101.25,21.75 101.25,21.51,101.12,21.51 101.12,5,840,Tropical,Evergreen Forest,Evergreen,21.5,1557,IRGA,Exclusion,mature,3691,985.2,2705.8,0.733,19.425,-0.185677083,0.418301009,128.95,-5.859895833,15.37021434,21.51,-0.4438839,-0.381250105,34034,12078
10012,2007.5,1,21.75,101.25,21.75 101.25,21.56,101.15,21.56 101.15,5,514,Tropical,Evergreen Forest,Evergreen,21.5,1557,IRGA,Exclusion,mature,2858.4,1165.6,1692.9,0.592,19.425,-0.185677083,0.418301009,128.95,-5.859895833,15.37021434,21.56,-0.4438839,-0.381250105,40920,17355
10013,2010.5,1,39.75,115.25,39.75 115.25,39.57,115.25,39.57 115.25,6,1318,Temperate,Deciduous Forest,Deciduous,7.341666667,638,IRGA,Exclusion,aggrading,3482.8,846.4,2636.4,0.757,7.341666667,-0.54453125,0.572297706,51.01666667,4.177083333,6.423287629,39.57,-0.951482496,0.650303018,24339,7055
10014,2010.5,1,39.75,115.25,39.75 115.25,39.57,115.25,39.57 115.25,6,1256,Temperate,Deciduous Forest,Deciduous,7.341666667,638,IRGA,Exclusion,mature,3011.1,777,2234,0.742,7.341666667,-0.54453125,0.572297706,51.01666667,4.177083333,6.423287629,39.57,-0.951482496,0.650303018,24339,7055
10015,2010.5,1,39.75,115.25,39.75 115.25,39.58,115.25,39.58 115.25,6,1167,Temperate,Deciduous Forest,Deciduous,7.341666667,638,IRGA,Exclusion,mature,3607.7,721.5,2886.2,0.8,7.341666667,-0.54453125,0.572297706,51.01666667,4.177083333,6.423287629,39.58,-0.951482496,0.650303018,26901,6940
10016,2010,1,31.25,110.25,31.25 110.25,31.21,110.3,31.21 110.3,7,780,Subtropical,Evergreen Forest,Evergreen,10.6,850,IRGA,Exclusion,mature,2257.6,696.6,1561,0.691,15.81666667,0.145833333,0.664477728,79.98333333,-15.1375,12.46163272,31.21,0.219470611,-1.214728466,20430,7390
10017,2010,1,31.25,110.25,31.25 110.25,31.19,110.29,31.19 110.29,7,1670,Subtropical,Mixed Forest,Mixed,10.6,1200,IRGA,Exclusion,mature,2482.4,933.8,1548.5,0.624,15.81666667,0.145833333,0.664477728,79.98333333,-15.1375,12.46163272,31.19,0.219470611,-1.214728466,26049,5992
10018,2010,1,31.25,110.25,31.25 110.25,31.18,110.3,31.18 110.3,7,1970,Subtropical,Deciduous Forest,Deciduous,10.6,1050,IRGA,Exclusion,mature,2411.6,788.1,1623.5,0.673,15.81666667,0.145833333,0.664477728,79.98333333,-15.1375,12.46163272,31.18,0.219470611,-1.214728466,24264,4551
10019,2010,1,31.25,110.25,31.25 110.25,31.28,110.18,31.28 110.18,7,2570,Subtropical,Others,,10.6,1100,IRGA,Exclusion,mature,1880.2,772.9,1107.3,0.589,15.81666667,0.145833333,0.664477728,79.98333333,-15.1375,12.46163272,31.28,0.219470611,-1.214728466,46257,24605
10020,2010.5,1,29.75,103.25,29.75 103.25,29.95,103.38,29.95 103.38,8,522,Subtropical,Others,,16,1510.7,IRGA,Exclusion,mature,1568,757.3,810.6,0.517,16.325,0.415104167,0.471900048,115.4833333,-12.53723958,14.30894231,29.95,0.879644256,-0.876182132,18140,8928
10021,2010.8,1,25.25,116.25,25.25 116.25,25.33,116.18,25.33 116.18,9,324,Subtropical,Forest,,17.5,1737,IRGA,Exclusion,mature,4814.9,1679,3135.9,0.651,17.35833333,-0.861458333,0.320049111,150.6583333,4.924739583,23.26554329,25.33,-2.691644198,0.211675245,21777,7600
10022,2012.5,1,22.25,106.25,22.25 106.25,22.1,106.5,22.1 106.5,10,394,Subtropical,Evergreen Forest,Evergreen,20.8,1400,IRGA,Exclusion,mature,1147.4,506.7,640.7,0.558,20.41666667,-0.125,0.451379325,126.0666667,1.320833333,17.02535326,22.1,-0.276928944,0.077580378,39711,9135
10023,2012.5,1,22.25,106.25,22.25 106.25,22.1,106.5,22.1 106.5,10,394,Subtropical,Evergreen Forest,Evergreen,20.8,1400,IRGA,Exclusion,mature,844.1,136.9,707.2,0.838,20.41666667,-0.125,0.451379325,126.0666667,1.320833333,17.02535326,22.1,-0.276928944,0.077580378,42328,9135
10024,2013,1,26.25,117.25,26.25 117.25,26.19,117.36,26.19 117.36,11,350,Subtropical,Others,,20.1,1670,IRGA,Exclusion,mature,1230,400,832,0.676,18.14166667,0.29609375,0.34799462,135.9666667,-1.30859375,24.84133277,26.19,0.850857264,-0.052678081,55918.5,5908
10025,2013,1,26.25,117.25,26.25 117.25,26.11,117.28,26.11 117.28,11,431,Subtropical,Others,,20.1,1670,IRGA,Exclusion,mature,906,218,688,0.759,18.14166667,0.29609375,0.34799462,135.9666667,-1.30859375,24.84133277,26.11,0.850857264,-0.052678081,55918.5,16170
